,test_inet256_thin,test_inet256_thick,test_inet256_nn2,test_inet256_genhalf,test_inet256_ex64,test_inet256_ev2li
0,0.07855018973350525,0.02560289017856121,0.17209288477897644,0.3203731179237366,0.8600858449935913,0.08008737117052078
1,0.12735499441623688,0.12468135356903076,0.154257670044899,0.3583146929740906,0.8771415948867798,0.08825348317623138
2,0.011084996163845062,0.11762521415948868,0.09356529265642166,0.23063315451145172,0.8124623894691467,0.03873083367943764
3,0.02182241901755333,0.14371362328529358,0.44705069065093994,0.435579776763916,0.7877082824707031,0.29652997851371765
4,0.023169726133346558,0.2534354329109192,0.04667523503303528,0.38704630732536316,0.7201956510543823,0.008760002441704273
5,0.1272762417793274,0.14968489110469818,0.2707926034927368,0.4782557189464569,0.7822005152702332,0.1816493421792984
6,0.06363215297460556,0.0014358556363731623,0.0881490632891655,0.33056366443634033,0.7005562782287598,0.029601629823446274
7,0.03521568700671196,0.09044864773750305,0.18444889783859253,0.358089417219162,0.7184970378875732,0.10866808146238327
8,0.027462048456072807,0.00417409697547555,0.08226843923330307,0.41879573464393616,0.7685420513153076,0.037559881806373596
9,0.021699445322155952,0.36048027873039246,0.019177401438355446,0.320641428232193,0.7288144826889038,0.011867002584040165
10,0.15345965325832367,0.18156319856643677,0.32856568694114685,0.37067243456840515,0.7823237180709839,0.1753551959991455
11,0.17966414988040924,0.2598939538002014,0.34754666686058044,0.460072785615921,0.8770091533660889,0.13503676652908325
12,0.09111538529396057,0.16953560709953308,0.323833167552948,0.44832807779312134,0.9560614824295044,0.15471969544887543
13,0.12819363176822662,0.27280735969543457,0.2544039487838745,0.3761335015296936,0.7812724113464355,0.16358861327171326
14,0.12611694633960724,0.12390155345201492,0.2717924416065216,0.2745577096939087,0.7395880222320557,0.08365339040756226
15,0.05521705746650696,0.12327300757169724,0.15647512674331665,0.28934019804000854,0.740460991859436,0.0904223769903183
16,0.06686825305223465,0.13682103157043457,0.05526209995150566,0.3771017789840698,0.6769050359725952,0.04132059961557388
17,0.05176675319671631,0.06797272711992264,0.2473812848329544,0.3211188316345215,0.6497080326080322,0.1552247703075409
18,0.013998041860759258,0.09251171350479126,0.11173578351736069,0.32533225417137146,0.7332847714424133,0.04141581431031227
19,0.13308431208133698,0.12548787891864777,0.18596205115318298,0.3107391595840454,0.736034631729126,0.13458441197872162
20,0.06239503249526024,0.3469058573246002,0.12974229454994202,0.4048856198787689,0.7216254472732544,0.05764107406139374
21,0.032687220722436905,0.26702746748924255,0.23696091771125793,0.3872060477733612,0.7501024603843689,0.1482940912246704
22,0.07673022896051407,0.02185334637761116,0.14438733458518982,0.313808411359787,0.7383482456207275,0.06555140763521194
23,0.0468999519944191,0.09854581952095032,0.4245170056819916,0.31950268149375916,0.7538589835166931,0.1974535584449768
24,0.15076526999473572,0.21431805193424225,0.47176265716552734,0.30358484387397766,0.7779936790466309,0.3572719693183899
25,0.02645926922559738,0.17503508925437927,0.40651923418045044,0.34515056014060974,0.7606906294822693,0.20627930760383606
26,0.19776684045791626,0.10122843086719513,0.712239682674408,0.3573043942451477,0.6658757328987122,0.29628655314445496
27,0.026649322360754013,0.22127217054367065,0.021099349483847618,0.34493404626846313,0.7327733635902405,0.006715021096169949
28,0.17150184512138367,0.025615539401769638,0.22045348584651947,0.4325464367866516,0.8284912109375,0.10722579061985016
