,thin,thick,nn2,genhalf,ex64,ev2li
0,0.04503059387207031,0.036876678466796875,0.03918018937110901,0.3205588161945343,0.6510893106460571,0.02246147021651268
1,0.042447514832019806,0.040724754333496094,0.060322605073451996,0.28230106830596924,0.6993180513381958,0.028749873861670494
2,0.005157593637704849,0.0650729238986969,0.08113348484039307,0.2265102118253708,0.6201931834220886,0.059669844806194305
3,0.004760672338306904,0.08614350855350494,0.08935891091823578,0.27769580483436584,0.7508381605148315,0.03472335636615753
4,0.04080400615930557,0.16782598197460175,0.06492398679256439,0.3002748489379883,0.7120072841644287,0.027895886451005936
5,0.03295430541038513,0.08134452253580093,0.10447950661182404,0.24286605417728424,0.7302066087722778,0.05391159653663635
6,0.044905729591846466,0.0010396497091278434,0.06338076293468475,0.30963414907455444,0.6263015270233154,0.02720443718135357
7,0.02120353654026985,0.07327739149332047,0.11525453627109528,0.287156879901886,0.6088183522224426,0.11233952641487122
8,0.025640344247221947,0.000691755732987076,0.04406905919313431,0.2716008722782135,0.7127553224563599,0.024660993367433548
9,0.02170073613524437,0.31119585037231445,0.03427673876285553,0.32517093420028687,0.6640669107437134,0.022210046648979187
10,0.05534662306308746,0.2546807825565338,0.05892160162329674,0.38118869066238403,0.5871248245239258,0.033270008862018585
11,0.059270672500133514,0.11982932686805725,0.12066679447889328,0.2770597040653229,0.6562963724136353,0.056121669709682465
12,0.03184378147125244,0.09800227731466293,0.0364999994635582,0.3028666377067566,0.6669213175773621,0.023893285542726517
13,0.030120475217700005,0.11802254617214203,0.0931609719991684,0.2893913686275482,0.688510537147522,0.04613605886697769
14,0.04353030025959015,0.048859935253858566,0.041469499468803406,0.32282766699790955,0.7216036915779114,0.02391989715397358
15,0.03852128982543945,0.12798957526683807,0.14164891839027405,0.29885348677635193,0.7174456119537354,0.05693913996219635
16,0.05130466818809509,0.17078623175621033,0.13063901662826538,0.31114375591278076,0.7093892097473145,0.04257214814424515
17,0.03385746106505394,0.11064961552619934,0.08322877436876297,0.3683871030807495,0.6964578628540039,0.04506814107298851
18,0.01183677650988102,0.1245877593755722,0.2603403627872467,0.27845948934555054,0.6334617137908936,0.10315228253602982
19,0.056095190346241,0.047300346195697784,0.078712098300457,0.2952307164669037,0.6998165249824524,0.04476367309689522
20,0.05451979488134384,0.239982008934021,0.09646210819482803,0.3030683398246765,0.6230520009994507,0.07032103836536407
21,0.023673532530665398,0.11256970465183258,0.11954672634601593,0.28408053517341614,0.628967821598053,0.04266916215419769
22,0.04644155502319336,0.016081327572464943,0.06931012123823166,0.24712611734867096,0.7610844969749451,0.039561137557029724
23,0.02884458191692829,0.06614372879266739,0.05069513991475105,0.2507437467575073,0.6410683989524841,0.02501092664897442
24,0.06749376654624939,0.15571537613868713,0.1228768453001976,0.2672334909439087,0.674272894859314,0.04277627170085907
25,0.013722296804189682,0.12513664364814758,0.05579998716711998,0.2875431776046753,0.7211496829986572,0.04873279482126236
26,0.07538741081953049,0.03495362401008606,0.10572934150695801,0.27807605266571045,0.5967007875442505,0.07814459502696991
27,0.04525509849190712,0.08819092065095901,0.13620004057884216,0.22300349175930023,0.6256363987922668,0.06510929763317108
28,0.05944391340017319,0.011658728122711182,0.022326791658997536,0.1532590687274933,0.586551308631897,0.01335893664509058
29,0.0430242083966732,0.1872413605451584,0.07071810215711594,0.34754812717437744,0.7657971382141113,0.02587904967367649
30,0.053532835096120834,0.058241795748472214,0.07060424238443375,0.18544787168502808,0.6441816091537476,0.04452448710799217
31,0.044686444103717804,0.01417603064328432,0.07415486127138138,0.29897716641426086,0.6136518120765686,0.046529002487659454
32,0.019585195928812027,0.029870254918932915,0.10739792883396149,0.31012117862701416,0.6244454979896545,0.07487884908914566
33,0.013731807470321655,0.2524271011352539,0.12533849477767944,0.2894052267074585,0.6091048717498779,0.03702621906995773
34,0.008833127096295357,0.0969972014427185,0.10874419659376144,0.23923154175281525,0.6044914126396179,0.03915628418326378
35,0.061236441135406494,0.039974380284547806,0.07375594973564148,0.3111083507537842,0.7133119702339172,0.03433237969875336
36,0.0185517780482769,0.09991659224033356,0.02738288976252079,0.3738173544406891,0.6500182151794434,0.0169356819242239
37,0.04788186401128769,0.1837056279182434,0.12234022468328476,0.36099258065223694,0.7321317195892334,0.037986136972904205
38,0.029151152819395065,0.14123530685901642,0.05075591430068016,0.2781936824321747,0.6288999915122986,0.03245825320482254
39,0.02392072230577469,0.05145931988954544,0.09491898119449615,0.27518174052238464,0.5903110504150391,0.030494410544633865
40,0.024225672706961632,0.03898470103740692,0.0674879178404808,0.2143995463848114,0.6190147995948792,0.012541649863123894
41,0.015292417258024216,0.21507902443408966,0.16980059444904327,0.24808785319328308,0.6417747735977173,0.07432114332914352
42,0.03921395540237427,0.005973097402602434,0.11914747208356857,0.3057273030281067,0.6482786536216736,0.046169936656951904
43,0.02358216419816017,0.22565957903862,0.05091181397438049,0.3121705949306488,0.6643940210342407,0.027075394988059998
44,0.03978757932782173,0.12742511928081512,0.053734783083200455,0.27594316005706787,0.659015417098999,0.03396068140864372
45,0.06230944022536278,0.039684638381004333,0.04483270272612572,0.25743719935417175,0.715820848941803,0.04130541533231735
46,0.08308447152376175,0.004197682254016399,0.08584052324295044,0.2374803125858307,0.7492480278015137,0.04060030356049538
47,0.04491178318858147,0.0477219894528389,0.028445657342672348,0.1772843599319458,0.6249407529830933,0.018539344891905785
48,0.023935504257678986,0.1480565220117569,0.06623497605323792,0.3093549907207489,0.6732950210571289,0.031636834144592285
49,0.021665135398507118,0.04403172805905342,0.090617835521698,0.31936168670654297,0.7240102887153625,0.050498127937316895
50,0.0641091838479042,0.05466439202427864,0.058003488928079605,0.2341436892747879,0.5848126411437988,0.04372747242450714
51,0.047975070774555206,0.023491231724619865,0.047084204852581024,0.40081924200057983,0.6785556674003601,0.02689656987786293
52,0.03622772544622421,0.12155456840991974,0.06715553253889084,0.23679722845554352,0.6277990341186523,0.03742336481809616
53,0.007312354631721973,0.05123385041952133,0.21171389520168304,0.2855342924594879,0.6038260459899902,0.09060154110193253
54,0.03326866030693054,0.07417399436235428,0.1089196652173996,0.28827744722366333,0.6718714237213135,0.09032267332077026
55,0.04123731702566147,0.2524191737174988,0.2592645287513733,0.34727680683135986,0.6710948944091797,0.0815475732088089
56,0.03308751434087753,0.03466297686100006,0.11535234749317169,0.2760637700557709,0.7014905214309692,0.05108506977558136
57,0.08538681268692017,0.13745155930519104,0.046783726662397385,0.30218303203582764,0.6568101644515991,0.02781105786561966
58,0.023150235414505005,0.2214025855064392,0.22096922993659973,0.2908778488636017,0.6870116591453552,0.08551444113254547
59,0.026898080483078957,0.14430618286132812,0.12250517308712006,0.2941026985645294,0.604339063167572,0.047362200915813446
60,0.07003562897443771,0.10811589658260345,0.08318459987640381,0.2559530735015869,0.5911595225334167,0.026837436482310295
61,0.02112283557653427,0.013773694634437561,0.0512537956237793,0.3057183027267456,0.5989621877670288,0.023392707109451294
62,0.02755935862660408,0.008515152148902416,0.11134491115808487,0.2898598313331604,0.6226862668991089,0.0727958232164383
63,0.02658134698867798,0.05018429830670357,0.0503615103662014,0.3527975082397461,0.666131854057312,0.03451020270586014
64,0.08400750905275345,0.08076097071170807,0.10688021779060364,0.2959218919277191,0.633651077747345,0.04510771110653877
65,0.0177441593259573,0.10018027573823929,0.12183656543493271,0.3046164810657501,0.676708459854126,0.053110502660274506
66,0.06240972876548767,0.03874991834163666,0.11464550346136093,0.34421464800834656,0.6373854279518127,0.056300655007362366
67,0.05868376046419144,0.17419865727424622,0.08646832406520844,0.30429375171661377,0.6219096183776855,0.05183753743767738
68,0.06397667527198792,0.08527383208274841,0.23641611635684967,0.30722469091415405,0.7043117880821228,0.11934515088796616
69,0.055363159626722336,0.12313494086265564,0.06986085325479507,0.3210248351097107,0.7110776901245117,0.054057586938142776
70,0.04933116212487221,0.12380306422710419,0.07694612443447113,0.23123128712177277,0.6308752298355103,0.034395162016153336
71,0.046274807304143906,0.10274050384759903,0.10142700374126434,0.3393072485923767,0.5671483278274536,0.06249266490340233
72,0.013190315105021,0.24547752737998962,0.04499715939164162,0.2590440809726715,0.5548542141914368,0.03269988298416138
73,0.017018843442201614,0.08777830004692078,0.08791159093379974,0.3067440092563629,0.6387748122215271,0.027917325496673584
74,0.06714586913585663,0.023497387766838074,0.11537128686904907,0.28967878222465515,0.6709176898002625,0.04935760796070099
75,0.010087762027978897,0.028932036831974983,0.10785360634326935,0.31580087542533875,0.6520823836326599,0.030505705624818802
76,0.061915040016174316,0.07955792546272278,0.05213242769241333,0.26592379808425903,0.6299730539321899,0.03224349021911621
77,0.02023174613714218,0.08431500941514969,0.0616726316511631,0.31293874979019165,0.666193962097168,0.08806906640529633
78,0.039165955036878586,0.08327140659093857,0.06549311429262161,0.26026248931884766,0.6525765657424927,0.04169684275984764
79,0.039126139134168625,0.014494851231575012,0.09447675943374634,0.20256882905960083,0.6558536887168884,0.044193729758262634
80,0.05409633368253708,0.16060099005699158,0.06352738291025162,0.29740408062934875,0.6576709747314453,0.05135924369096756
81,0.02858886867761612,0.23099473118782043,0.09218209981918335,0.2964031994342804,0.6940004229545593,0.031438201665878296
82,0.03073202073574066,0.15201856195926666,0.10703366994857788,0.17114883661270142,0.773775577545166,0.055135853588581085
83,0.017022613435983658,0.06319499015808105,0.04452159255743027,0.26665934920310974,0.6262879967689514,0.021543998271226883
84,0.05782577767968178,0.05951613560318947,0.12541596591472626,0.32060638070106506,0.629672646522522,0.09868960082530975
85,0.08149837702512741,0.014235660433769226,0.09855761379003525,0.3100857436656952,0.6574094295501709,0.05905461683869362
86,0.04665597528219223,0.0907011330127716,0.12928639352321625,0.16817650198936462,0.6649456024169922,0.12255211174488068
87,0.03158068656921387,0.2141963392496109,0.03178148716688156,0.24599309265613556,0.6157897114753723,0.017197972163558006
88,0.01564357429742813,0.18780313432216644,0.3277992308139801,0.31126824021339417,0.6046984791755676,0.04567142203450203
89,0.0435699000954628,0.08778732270002365,0.041237421333789825,0.3019561767578125,0.6133891344070435,0.012101699598133564
90,0.035188570618629456,0.03182881325483322,0.08528487384319305,0.33802562952041626,0.6119142174720764,0.02542373538017273
91,0.0653105229139328,0.09904538840055466,0.09598439931869507,0.27142900228500366,0.6700723767280579,0.052466779947280884
92,0.0368051677942276,0.15649199485778809,0.08282148092985153,0.22125950455665588,0.7077754139900208,0.053279221057891846
93,0.050281498581171036,0.2646104693412781,0.12566308677196503,0.3404632806777954,0.6626238226890564,0.06315883249044418
94,0.01832471415400505,0.009235406294465065,0.04621578007936478,0.2728409469127655,0.673106849193573,0.024396255612373352
95,0.05101855471730232,0.028535066172480583,0.0817577913403511,0.24434810876846313,0.6379817128181458,0.03245949372649193
96,0.007727880030870438,0.12777933478355408,0.21488401293754578,0.3170357942581177,0.6626574993133545,0.07932709157466888
97,0.022168129682540894,0.13517288863658905,0.04206259921193123,0.27766433358192444,0.6057907342910767,0.021955456584692
98,0.03423311188817024,0.23564262688159943,0.051489412784576416,0.2831242084503174,0.6135302186012268,0.030238354578614235
99,0.043020617216825485,0.029678307473659515,0.06152483820915222,0.2638484835624695,0.6417043209075928,0.0250434260815382
