,test_inet256_thin,test_inet256_thick,test_inet256_nn2,test_inet256_genhalf,test_inet256_ex64,test_inet256_ev2li
0,0.0760413184762001,0.013299528509378433,0.5727097988128662,0.2814745306968689,0.5065237283706665,0.08680896461009979
1,0.10998087376356125,0.09287469834089279,0.4716412425041199,0.2840803861618042,0.5070249438285828,0.11469206213951111
2,0.013474715873599052,0.08961835503578186,0.5977725982666016,0.28909528255462646,0.6151556372642517,0.13293850421905518
3,0.018357053399086,0.1289721429347992,0.497195303440094,0.27406546473503113,0.690437912940979,0.15757133066654205
4,0.07006099075078964,0.1563180536031723,0.5293158888816833,0.21491500735282898,0.5389865636825562,0.180105522274971
5,0.03604859113693237,0.1175680160522461,0.4250888526439667,0.2537870407104492,0.5911071300506592,0.05671750009059906
6,0.06808331608772278,0.0007968924473971128,0.6581918001174927,0.24053281545639038,0.5810070633888245,0.1894719898700714
7,0.03345870599150658,0.08842955529689789,0.6433678865432739,0.32353246212005615,0.6355177760124207,0.11310432106256485
8,0.05931848660111427,0.0005472746561281383,0.5914931893348694,0.30344319343566895,0.5855180621147156,0.10840670019388199
9,0.028046272695064545,0.1444697082042694,0.715972363948822,0.21437764167785645,0.571459174156189,0.1765623539686203
10,0.05491624400019646,0.18230396509170532,0.5896199941635132,0.2640032172203064,0.7360055446624756,0.11766145378351212
11,0.07212794572114944,0.09728953242301941,0.423223078250885,0.1757165491580963,0.7461949586868286,0.07702666521072388
12,0.04547418653964996,0.12050153315067291,0.5981376767158508,0.306095689535141,0.5697110891342163,0.15837235748767853
13,0.07941540330648422,0.13133320212364197,0.31287211179733276,0.23483440279960632,0.7118794322013855,0.10737857222557068
14,0.041120462119579315,0.040977008640766144,0.341433584690094,0.1466221958398819,0.3855060636997223,0.2657177746295929
15,0.008976977318525314,0.03747905418276787,0.3794141709804535,0.16220931708812714,0.299135684967041,0.16383588314056396
16,0.05566105619072914,0.10038682073354721,0.6109657287597656,0.25836536288261414,0.5784273743629456,0.14747919142246246
17,0.030090054497122765,0.0436151847243309,0.5747085809707642,0.24708965420722961,0.6129604578018188,0.11902036517858505
18,0.0270390585064888,0.10952642560005188,0.5670413970947266,0.2552901804447174,0.6179338693618774,0.1741478443145752
19,0.06086018308997154,0.05017219856381416,0.6669480800628662,0.26285478472709656,0.5808752179145813,0.17142273485660553
20,0.0889301672577858,0.23780040442943573,0.5843296647071838,0.2532227337360382,0.6285645961761475,0.09424206614494324
21,0.05939861014485359,0.1841711550951004,0.5874106287956238,0.22296957671642303,0.709597110748291,0.11454129964113235
22,0.07250279188156128,0.029117874801158905,0.3843713104724884,0.2144833654165268,0.6172283887863159,0.0853707566857338
23,0.03697049245238304,0.055521998554468155,0.38500189781188965,0.14560316503047943,0.46033868193626404,0.19249144196510315
24,0.1736806184053421,0.28486528992652893,0.5171194672584534,0.3145621418952942,0.6620045900344849,0.11353876441717148
25,0.028745761141180992,0.11083191633224487,0.4179956316947937,0.23884636163711548,0.5991010069847107,0.08801862597465515
26,0.05817423760890961,0.014843435026705265,0.5624489188194275,0.28235435485839844,0.7255033254623413,0.06606753170490265
27,0.10216525197029114,0.12321428209543228,0.5966277122497559,0.3046228587627411,0.565502405166626,0.12830503284931183
28,0.078528493642807,0.01912592723965645,0.6834336519241333,0.28124263882637024,0.5366861820220947,0.12985309958457947
29,0.07180160284042358,0.1374814361333847,0.5345511436462402,0.2955760955810547,0.6597324013710022,0.09709928929805756
30,0.07976456731557846,0.04181641340255737,0.474432110786438,0.2406139224767685,0.5691134929656982,0.09567812085151672
31,0.10384593904018402,0.020390791818499565,0.5842035412788391,0.24954943358898163,0.48089897632598877,0.1504749357700348
32,0.022813845425844193,0.002098535420373082,0.3295913636684418,0.26805999875068665,0.3670421242713928,0.23370268940925598
33,0.04067976400256157,0.15743181109428406,0.5209802389144897,0.26904481649398804,0.5111780166625977,0.08759799599647522
34,0.008352367207407951,0.12106120586395264,0.49522578716278076,0.2770825922489166,0.6455615758895874,0.08334481716156006
35,0.14902177453041077,0.09675027430057526,0.5469098091125488,0.289808452129364,0.5727367401123047,0.18311329185962677
36,0.1416224092245102,0.15019594132900238,0.5939358472824097,0.30322355031967163,0.5398175716400146,0.11580634117126465
37,0.03606214374303818,0.1494930386543274,0.40230831503868103,0.27058354020118713,0.6350893974304199,0.054500941187143326
38,0.05482175946235657,0.16891130805015564,0.516819179058075,0.3110552728176117,0.6615235805511475,0.10997973382472992
39,0.06267288327217102,0.0613163560628891,0.5550882816314697,0.22854840755462646,0.6365159749984741,0.10184032469987869
40,0.06723890453577042,0.16876500844955444,0.5279815793037415,0.35622143745422363,0.6660779714584351,0.11420191079378128
41,0.02301684208214283,0.14580009877681732,0.6248297691345215,0.3231699764728546,0.5253379344940186,0.15345369279384613
42,0.08600511401891708,0.002891239244490862,0.520267903804779,0.3136973977088928,0.6285426616668701,0.0872490331530571
43,0.0619329959154129,0.1437389850616455,0.7258162498474121,0.2225589007139206,0.556662917137146,0.20689991116523743
44,0.1220102533698082,0.22240549325942993,0.43488436937332153,0.3209790289402008,0.6952217221260071,0.09649275243282318
45,0.10395696759223938,0.04996457323431969,0.4502023458480835,0.3136705160140991,0.6432605385780334,0.12297310680150986
46,0.04703877121210098,0.011810671538114548,0.48855745792388916,0.26579147577285767,0.6929730772972107,0.11027424037456512
47,0.06560228765010834,0.028874659910798073,0.40475931763648987,0.3746386170387268,0.5623767375946045,0.09370199590921402
48,0.014486206695437431,0.14587675034999847,0.7063220739364624,0.3186641335487366,0.7591025829315186,0.15201584994792938
49,0.034299179911613464,0.05291905626654625,0.5721225738525391,0.27194106578826904,0.6024073362350464,0.11051630973815918
