,test_inet256_thin,test_inet256_thick,test_inet256_nn2,test_inet256_genhalf,test_inet256_ex64,test_inet256_ev2li
0,0.06874562799930573,0.01857769303023815,0.6459038257598877,0.302666038274765,0.5898942351341248,0.21142743527889252
1,0.10095889121294022,0.09426090121269226,0.4884844422340393,0.3698951303958893,0.7150254249572754,0.12213800102472305
2,0.015573655255138874,0.08909820765256882,0.3392186760902405,0.1341443657875061,0.5659825801849365,0.18785622715950012
3,0.015271170064806938,0.13806894421577454,0.5488240718841553,0.3773559629917145,0.733479380607605,0.16934697329998016
4,0.015992896631360054,0.16986018419265747,0.6146200299263,0.27969568967819214,0.593809187412262,0.13713254034519196
5,0.08417201042175293,0.09449887275695801,0.4993171691894531,0.398807168006897,0.6612368822097778,0.11132700741291046
6,0.05449998751282692,0.0009572860435582697,0.48646485805511475,0.36510270833969116,0.5927917957305908,0.10935436189174652
7,0.03301379457116127,0.07463806867599487,0.5946201682090759,0.2961978018283844,0.626499354839325,0.23706021904945374
8,0.024531256407499313,0.0014813159359619021,0.4571513831615448,0.20991210639476776,0.5115640163421631,0.4328574538230896
9,0.012589388526976109,0.15640737116336823,0.7561239004135132,0.40428459644317627,0.6778468489646912,0.15130309760570526
10,0.1414814293384552,0.1580965667963028,0.5449052453041077,0.284283310174942,0.6882171034812927,0.18369421362876892
11,0.15030938386917114,0.2026679664850235,0.48651981353759766,0.3905380666255951,0.6799536347389221,0.17213046550750732
12,0.07444073259830475,0.0829617977142334,0.4712459444999695,0.24960118532180786,0.5843695998191833,0.110016368329525
13,0.09688857197761536,0.20954304933547974,0.7173613905906677,0.3456808924674988,0.6886056065559387,0.19542452692985535
14,0.09638239443302155,0.11927247047424316,0.4520491361618042,0.322925865650177,0.6436586976051331,0.12342837452888489
15,0.043627262115478516,0.11547645926475525,0.41828206181526184,0.2500106394290924,0.7737545967102051,0.12724654376506805
16,0.03228404372930527,0.05468448996543884,0.3837682008743286,0.2671642005443573,0.569654643535614,0.16694284975528717
17,0.04341999441385269,0.06993860751390457,0.4720340669155121,0.29155442118644714,0.7142492532730103,0.08804404735565186
18,0.015337342396378517,0.08037666976451874,0.48656904697418213,0.2044774293899536,0.6270853281021118,0.08438502252101898
19,0.0902768224477768,0.06536459177732468,0.6241803765296936,0.2707943022251129,0.65291428565979,0.14690354466438293
20,0.05236578732728958,0.13067194819450378,0.7331003546714783,0.4017595052719116,0.63843834400177,0.18979011476039886
21,0.030089540407061577,0.1438063383102417,0.7213418483734131,0.3275050222873688,0.6658523678779602,0.1771080493927002
22,0.09709364175796509,0.013209929689764977,0.4376949667930603,0.21537308394908905,0.7082980275154114,0.13727079331874847
23,0.03272064030170441,0.07231627404689789,0.5886527299880981,0.2648303210735321,0.572079062461853,0.16102521121501923
24,0.12609261274337769,0.17530584335327148,0.7444676160812378,0.27718234062194824,0.6375424265861511,0.2991744875907898
25,0.026708537712693214,0.13480441272258759,0.6467794179916382,0.30381426215171814,0.5730429291725159,0.1720205545425415
26,0.1483215093612671,0.08072106540203094,0.6693779230117798,0.27007943391799927,0.6036525368690491,0.09297198802232742
27,0.014272988773882389,0.07893387973308563,0.6313979029655457,0.31223297119140625,0.564707338809967,0.10653853416442871
28,0.13629749417304993,0.02420598641037941,0.4318985342979431,0.2743362784385681,0.620847225189209,0.09210328012704849
29,0.05526740476489067,0.034325532615184784,0.6008667349815369,0.24326980113983154,0.5784812569618225,0.14353209733963013
30,0.13952960073947906,0.0821901485323906,0.5058889389038086,0.3264641761779785,0.6106082797050476,0.11458053439855576
31,0.07254111766815186,0.010280796326696873,0.514306902885437,0.31588247418403625,0.6352578401565552,0.17546866834163666
32,0.07482488453388214,0.036814503371715546,0.6687134504318237,0.35349059104919434,0.587154746055603,0.20032112300395966
33,0.021779172122478485,0.17178699374198914,0.7668271064758301,0.30644890666007996,0.5372077822685242,0.17252087593078613
34,0.01103308517485857,0.09436628222465515,0.6000916361808777,0.3339671492576599,0.6616315841674805,0.2604861855506897
35,0.13144011795520782,0.09548452496528625,0.5224435329437256,0.3330507278442383,0.7027804255485535,0.12379889190196991
36,0.030092190951108932,0.1306709349155426,0.33580201864242554,0.21522289514541626,0.8284738063812256,0.07255060970783234
37,0.05943705141544342,0.19399642944335938,0.5210734605789185,0.303753525018692,0.6492629647254944,0.12423516064882278
38,0.07556161284446716,0.1514168083667755,0.7744693160057068,0.3390795588493347,0.7971805334091187,0.2222292125225067
39,0.027332747355103493,0.05950931832194328,0.5694599747657776,0.34531641006469727,0.514124870300293,0.19141016900539398
40,0.04860531911253929,0.12880730628967285,0.47922128438949585,0.32092782855033875,0.6704350709915161,0.11546067893505096
41,0.017851315438747406,0.17243750393390656,0.6197759509086609,0.30589666962623596,0.5086460709571838,0.1243741512298584
42,0.051931340247392654,0.01154114119708538,0.6969702839851379,0.2617979049682617,0.7246954441070557,0.10662242770195007
43,0.046167582273483276,0.20047785341739655,0.3943125009536743,0.2957088053226471,0.6553465723991394,0.21654169261455536
44,0.10661637037992477,0.23308095335960388,0.4599931836128235,0.4548422396183014,0.6549670100212097,0.09932470321655273
